code,name
PUB,Pueblo
PUF,Pau-Pyrenees
PUY,Pula
PVD,Providence
PVK,Preveza/Lefkas
PWM,Portland
PWT,Bremerton
PXO,Porto Santo
PXY,Roma Pratica di Mare Mil.
PZE,Penzance Heliport
PZY,Piestany
QAL,Alessandria
QAM,Amiens
QCM,Como/Idroscalo
QCY,Coningsby
QDM,Bisha
QEF,Egelsbach
QEW,Leicester
QFB,Freiburg Im Breisgau
QFJ,Alluitsup Paa/Sydproven
QFK,Selje
QFN,Narsaq Kujalleq/Frederiksdal
QFO,Duxford
QFQ,Måløy
QFR,Frosinone
QGO,Gorizia
QGY,Gyor
QHA,Hasselt
QIE,Istres-Le Tube
QIF,Isleworth
QIZ,Bizerte
QJL,Kjøllefjord
QJS,Saeby/Ottestrup
QKF,Krefeld-Egelsberg
QKK,Karasjok
QKQ,Anklam
QKX,Kautokeino
QKZ,Konstanz
QLA,Lasham
QLF,Lahti
QLG,Landshut
QLR,Leiria
QLS,Langenthal
QLT,Latina
QMZ,Mainz/Finthen
QNC,Neuchatel
QNJ,Annemasse
QNM,Namur/Suarlee
QNX,Macon-Charnay
QOB,Ansbach-Petersdorf
QOK,Øksfjord
QOS,Oristano Fenosu
QPA,Padova
QPB,Campobasso
QPJ,Pecs
QPO,Potenza
QPZ,Piacenza/S.Damiano
QQQ,Unknown
QRT,Rieti
QRV,Arras/Roclincourt
QRY,Ikerasassuaq/Prins Chr. Sund
QSA,Sabadell
QSR,Salerno/Pontecagnano
QST,Izmit Topel
QTJ,Chartres-Champhol
QUL,Ulm
QUY,Wyton
QVA,Varese/Venegono
QVD,Salo
QVE,Forssa
QVF,Karkkila
QVK,Valkeakoski
QVM,Hameenlinna
QVO,Kjøllefjord
QVQ,Verden-Scharnhorst
QVS,Tervakoski
QVT,Riihimaki
QVV,Heinola
QVW,Kotka
QVY,Kouvola
QVZ,Hamina
QWQ,Sheffield City
QWR,Donauworth/Genderkingen
QXB,Aix-En-Provence 
QXH,Schonhagen
QXI,Loviisa
QXJ,Porvoo
QYC,Drachten
QYI,Hilversum
QYR,Troyes
QYV,Deventer/Teuge
QZB,Zermatt
QZD,Szeged
QZJ,Loimaa
QZK,Mantsala
QZO,Arezzo
QZS,Sørøya
QZU,Rauma
RAE,Al-Baha/Al-Aqiq
RAK,Marrakech
RAL,Riverside
RAN,Ravenna
RAP,Rapid City Regional
RBA,Rabat
RBL,Red Bluff
RBM,Straubing-Wallmuhle
RCA,Rapid City¨Ellsworth AFB
RCO,Rochefort
RCS,Rochester (US)
RDD,Redding
RDG,Reading
RDM,Redmond/Roberts
RDU,Raleigh/Durham
RDZ,Rodez/Marcillac
REB,Rechlin-Larz
REE,Lubbock Reese AFB
REG,Reggio Calabria
RET,Røst
REU,Reus
RFN,Raufarhofn
RHE,Reims-Champagne
RHI,Rhinelander/Oneida C
RHO,Rhodos
RIC,Richmond
RIG,Rio Grande
RIV,Riverside/March AF
RIX,Riga
RJK,Rijeka
RKE,København Roskilde
RKV,Reykjavik
RLG,Rostock-Laage
RME,Rome Griffiss (US)
RMF,Marsa Alam
RMG,Rome Richard B. Russell (US)
RMI,Rimini
RMS,Ramstein
RMU,Murcia
RNB,Rønneby
RNE,Roanne-Renaison
RNN,Bornholm
RNO,Reno
RNS,Rennes
RNT,Renton
ROA,Roanoke
ROC,Rochester (UK)
ROM,Roma
ROU,Rousse
ROW,Roswell
RPN,Rosh Pina
RRJ,Jacarepagua Rio de Janeiro
RRS,Røros
RSD,"Rock Sound/Intl,  Eleuthera I."
RSW,Fort Myers/Southwes
RTM,Rotterdam
RUH,Riyadh
RUT,Rutland
RVK,Rørvik
RVN,Rovaniemi
RWI,Rocky Mount
RYG,Rygge
RZE,Jasionka
SAC,Sacramento Executive
SAK,Saudarkrokur
SAN,San Diego Lindbergh
SAT,San Antonio
SAV,Savannah Hilton Head
SAW,Istanbul Sabiha Gøkcen
SAY,Siena
SBA,Santa Barbara
SBD,San Bernardino Norton AFB
SBN,South Bend
SBP,San Luis Obispo/
SBS,Steamboat Springs
SBY,Salisbury-Ocean City
SBZ,Sibiu
SCH,Schenectady
SCK,Stockton
SCN,Saarbrucken
SCO,Aktau
SCQ,Santiago de Compostela
SCR,Scandinavian Mountains Airport
SCV,Suceava/Salcea
SDF,Louisville International
SDL,Sundsvall
SDM,San Diego Brown Field
SDN,Sandane
SDR,Santander
SDU,Rio De Janeiro Santos Dumont
SDV,Tel Aviv Yafo Sde Dov
SEA,Seattle
SEL,Seoul
SEN,London Southend
SEX,Sembach Hel
SFB,Orlando Sanford
SFF,Spokane Felts Field
SFI,Safi
SFJ,Kangerlussuaq Søndre Strømfj
SFO,San Francisco
SFQ,Sanliurfa
SFT,Skellefteå
SGC,Surgut
SGD,Sønderborg
SGE,Siegen
SGF,Springfield Branson
SGH,Springfield
SHA,Shanghai Hongqiao
SHH,Shismaref
SHJ,Sharjah
SHR,Sheridan
SHV,Shreveport
SHW,Sharurah
SIC,Sinop
SID,Sal Island
SIE,Sines
SII,Sidi Ifni
SIJ,Siglufjordur
SIN,Singapore Changi
SIP,Simferopol
SIR,Sion
SJC,San Jose
SJJ,Sarajevo
SJU,San Juan
SJY,Seinajoki
SJZ,Azorene Sao Jorge
SKA,Spokane Fairchild
SKD,Samarkand
SKE,Skien
SKF,San Antonio Kelly AFB
SKG,Thessaloniki
SKN,Stokmarknes
SKP,Skopje
SKS,Skrydstrup
SKU,Skiros
SKV,Santa Katarina
SLC,Salt Lake City
SLD,Sliac
SLF,Sharurah
SLK,Saranac Lake
SLM,Salamanca
SLN,Salina
SMA,Azorene Santa Maria
SMF,Sacramento International
SMG,Skomakergata
SMI,Samos
SML,Stella Maris
SMV,St Moritz
SMW,Smara
SMX,Santa Maria
SNA,Santa Ana
SNG,Sør-Norge
SNN,Shannon
SNS,Salinas
SOB,Saarmelleek
SOF,Sofia
SOG,Sogndal
SOJ,Sørkjosen
SOK,Sodankyla
SOO,Søderhamn
SOU,Southampton
SOY,Stronsay
SOZ,Solenzara
SPA,Spartanburg
SPC,La Palma
SPI,Springfield Capital
SPJ,Sparti
SPK,Sapporo
SPL,Amsterdam
SPM,Spangdahlem
SPS,Wichita Falls
SPU,Split
SQQ,Siauliai
SQW,Skive
SRP,Stord
SRQ,Sarasota/Bradenton
SSC,Sumter/Shaw AFB
SSH,Sharm el Sheik
SSI,Brunswick Mckinnon
SSJ,Sandnessjøen
SSX,Samsun
STA,Stauning
STJ,St Joseph
STN,London Stansted
STO,Stockholm/Swedish Air Force
STP,St Paul/Downtown
STR,Stuttgart
SUB,Surabaya
SUF,Lamezia/Terme
SUJ,Satu Mare
SUU,Fairfield/Travis A
SUX,Sioux City
SVG,Stavanger
SVJ,Svolvær
SVL,Savonlinna
SVN,Savannah Hunter AAF
SVO,Moskva Sheremetyevo
SVQ,Sevilla
SVX,Yekaterinburg
SWF,New York/Newburgh
SWO,Stillwater
SWS,Swansea
SXB,Strasbourg Entzheim
SXL,Sligo
SXZ,Siirt
SYG,Nordpolen
SYK,Stykkisholmur
SYR,Syracuse
SYY,Stornoway
SZB,Kuala Lumpur
SZF,Samsun
SZG,Salzburg
SZY,Szymany
SZZ,Szczecin
TAP,Tapachula
TAS,Tasjkent
TAT,Poprad
TAY,Tartu
TBJ,Tabarka
TBN,Fort Leonard Wood/Forney A
TBS,Tbilisi
TCB,"Treasure Cay, Abaco Islands"
TCC,Tucumcari
TCE,Tulcea
TCL,Tuscaloosa
TCM,Tacoma Mc Chord AFB
TCP,Taba
TCS,Truth Or Consequences
TEB,Teterboro
TED,Thisted
TEQ,"Tekirdag, Corlu"
TEY,Thingeyri
TFN,Tenerife Norte
TFS,Tenerife
TGA,Tengah
TGD,Podgorica
THF,Berlin Tempelhof
THN,Trollhattan
THO,Thorshofn
TIA,Tirana
TIF,Tabuk
TIP,Tripoli
TIV,Tivat
TIW,Tacoma
TIX,Titusville
TJK,Tokat
TKU,Turku
TLH,Tallahassee
TLL,Tallinn
TLN,Toulon
TLS,Toulouse
TLV,Tel Aviv Ben Gurion
TMJ,Termez
TMP,Tampere
TNF,Toussus-Le-Noble
TNG,Tanger
TOE,Tozeur
TOJ,Madrid Torrejon
TOL,Toledo
TOS,Tromsø
TPA,Tampa
TPL,Temple
TPS,Trapani
TRD,Trondheim
TRE,Tiree
TRF,Sandefjord
TRN,Torino
TRS,Trieste
TSE,Akmola
TSF,Venezia Treviso
TSR,Timisoara
TTB,Tortoli
TTN,Trenton (US)
TUF,Tours
TUI,Taif
TUL,Tulsa
TUN,Tunis
TUP,Tupelo
TUS,Tucson
TUU,Sulayel
TVL,South Lake Tahoe
TWF,Twin Falls
TXK,Texarkana
TXL,Berlin Tegel
TYF,Torsby
TYM,Staniel Cay
TYR,Tyler
TZX,Trabzon
UAB,Adana
UCA,Utica
UDE,Uden
UIN,Quincy
UIP,Quimper
UKI,Ukiah
ULY,Uljanovsk
UMD,Uummannaq
UME,Umeå
UNN,Ranong
URD,Burg Feuerstein
URE,Kuressaare
URO,Rouen
UST,St Augustine
UTC,Utrecht
UTW,Queenstown
UVL,New Valley/Karga
UZC,Uzice
UZH,Turaif
VAA,Vaasa
VAC,Varrelbusch
VAD,Valdosta/Moody AF
VAF,Valence
VAJ,Varna
VAN,Van
VAR,Varna
VAS,Sivas
VAW,Vardø
VBG,Lompoc Vandenberg AFB
VBS,Brescia
VBY,Visby
VCE,Venezia
VCT,Victoria
VDA,Ovda
VDB,Fagernes
VDP,Kolding
VDS,Vadsø
VEY,Vestmannaeyjar
VGO,Vigo
VHM,Vilhelmina
VHY,Vichy-Charmeil
VIC,Vibo Valentia
VIE,Wien
VIL,Dakhla
VIT,Vitoria
VIY,Villa Coblay
VKO,Moskva Vnukovo
VLC,Valencia
VLD,Valdosta
VLL,Valladolid
VNE,Vannes
VNO,Vilnius
VOG,Volgograd
VOK,Camp Douglas Volk Field
VOL,Volos/Nea Anch
VPN,Vopnafjordur
VPS,Valparaiso Eglin AFB
VPZ,Valparaiso Porter County
VRA,Varadero
VRB,Vero Beach
VRK,Varkaus
VRL,Vila Real
VRN,Verona
VRY,Værøy
VSE,Viseu
VST,Vesterås
VTL,Vittel-Champ De Courses
VVK,Vestervik
VVO,Vladivostok
VXO,Vaxjo
WAT,Waterford
WAW,Warszawa
WBG,Schleswig
WFK,Frenchville
WHS,Whalsay
WIC,Wick
WIE,Wiesbaden
WKR,"Walker Cay, Abaco I."
WLG,Wellington
WMI,Warszawa Modlin
WOE,Woendrecht
WRL,Worland
WRO,Wroclaw
WRY,Westray
WTD,"West End, Grand Bahama I."
WTN,Waddington
WVB,Walvis Bay Namibia
WVN,Wilhelmshaven-Mariensiel
WWD,Wildwood
WYS,West Yellowstone
XAB,Abbeville
XAC,Arcachon
XAK,Herning
XAM,Amboise/Dierre
XAN,Alencon-Valframbert
XAS,Ales-Deaux
XAV,Albertville
XBF,Bellegarde
XBQ,Blois-Le Breuil
XBV,Beaune
XBX,Bernay-Saint-Martin
XCP,Compiegne/Margny
XCW,Chaumont Semoutiers
XCX,Chatellerault/Targe
XCY,Chateau-Thierry-Belleau
XCZ,Charleville-Mezieres
XDA,Dax/Seyresse
XDK,Dunkerque-Ghyvelde
XED,Epernay-Plivot
XFE,Parent
XFV,Brantford
XGT,Gueret/Saint-Laurent
XHE,Hyeres-Le Palyvestre
XKS,Kasabonika
XLE,Lens-Benifontaine
XLG,Lognes-Emerainville
XLL,Lons Le Saunier/Courlaoux
XLN,Laon/Chambry
XLR,Libourne/Artiques De Lussac
XLW,Lemwerder
XME,Maubeuge/Elesmes
XMF,Montbeliard-Courcelles
XMK,Montelimar-Ancone
XMS,Marmande/Virazeil
XMW,Montauban
XNA,Narbonne
XNM,Nottingham
XOG,Orange-Caritat
XQH,Derby
XRN,Redon/Bains-Sur-Oust
XRO,La Roche-Sur-Yon-Les Ajoncs
XRY,Jerez
XSL,Sarlat/Domme
XSN,Saint-Yan
XSP,Singapore Seletar
XSS,Soissons-Courmelles
XST,Saintes-Thenac
XSV,Saverne-Steinbourg
XSW,Sedan-Douzy
XTH,Thionville/Yutz
XVI,Vienne/Reventin
XVN,Verdun/Rozelier
XVO,Vesoul-Frotey
XVS,Valenciennes/Denain
XVZ,Vierzon-Mereau
XXP,Potsdam
XXX,Unknown
XYT,Toulouse-Montaudran
YAW,Halifax Shearwater
YAY,St Anthony
YAZ,Tofino
YBE,Uranium City
YBR,Brandon
YBY,Bonnyville
YCD,Nanaimo
YCG,Castlegar
YCL,Charlo
YCM,St Catharines
YCN,Cochrane
YCT,Coronation
YCW,Chilliwack
YCX,Gagetown.B.
YDB,Burwash
YDG,Digby
YDN,Dauphin
YDP,Nain
YEG,Edmonton
YEO,Yeovilton
YET,Edson
YEU,Eureka
YFC,Fredericton
YFE,Forestville
YGK,Kingston CA
YGP,Gaspeue.
YGQ,Geraldtonn
YGX,Gillam
YGZ,Grise Fiord.W.T.
YHE,Hope
YHI,Holman.W.T.
YHM,Hamiltonn
YHO,Hopedale
YHZ,Halifax 
YIP,Detroit Willow Run
YJT,Stephenville
YKG,Kangirsuk
YKL,Schefferville
YKM,Yakima
YKN,Yankton
YKQ,Waskaganish
YKZ,Toronto Buttonville
YLC,Kimmirut
YLD,Chapleau
YLI,Ylivieska
YLL,Lloydminster
YLO,Shilo
YLW,Kelowna
YMA,Mayo
YMN,Makkovik
YNA,Natashquan
YNE,Norway House
YNG,Youngstown
YNM,Matagami
YNS,Nemiscau
YOA,Koala Nwt
YOC,Old Crow
YOH,Oxford House
YOO,Oshawa
YOW,Ottawa/Macd.-Cartier
YOY,Valcartier
YPA,Prince Albert
YPC,Paulatuk.W.T.
YPM,Pikangikum
YPO,Peawanuck
YPQ,Peterborough
YQA,Muskoka
YQB,Quebec/Jean Lesage
YQC,Quaqtaq
YQG,Windsor
YQI,Yarmouth
YQK,Kenora
YQL,Lethbridge
YQM,Moncton
YQN,Nakina
YQQ,Comox
YQS,St Thomas
YQT,Thunder Bay
YQX,Gander
YQY,Sydney
YQZ,Quesnel
YRF,Cartwright
YRJ,Roberval
YRO,Ottawa Rockcliffe
YRV,Revelstoke
YSB,Sudbury
YSC,Sherbrooke
YSD,Suffield
YSE,Squamish
YSK,Sanikiluaq
YSR,Nanisivik.W.T.
YSU,Summerside
YTA,Pembroke
YTR,Trenton (CA)
YTS,Timmins
YUM,Yuma
YVB,Bonaventure
YVE,Vernon
YVG,Vermillion
YVQ,Norman Wells 
YVR,Vancouver
YVV,Wiarton
YWA,Petawawa
YWG,Winnipeg
YWJ,Deline
YWK,Wabush
YWO,Lupin
YWP,Webquie
YWY,Wrigley
YXC,Cranbrook
YXD,Edmonton City Center Airport
YXK,Rimouski
YXP,Pangnirtung
YXU,London CA
YXX,Abbotsford
YXY,Whitehorse
YXZ,Wawa
YYC,Calgary
YYD,Smithers
YYF,Penticton
YYG,Charlottetown
YYJ,Victoria
YYM,Cowley
YYR,Goose Bay
YYU,Kapuskasing
YYY,Mont-Joli
YYZ,Toronto Lester B. Pearson
YZF,Yellowknife
YZG,Salluit
YZP,Sandspit
YZR,Sarnia
YZU,Whitecourt
YZW,Teslin
YZX,Greenwood CA
ZAD,Zadar
ZAG,Zagreb
ZAH,Zahedan
ZAO,Cahors/Lalbenque
ZAV,Aveiro
ZAZ,Zaragoza
ZBE,Zabreh
ZBF,Bathurst
ZBM,Bromont
ZBQ,Randers
ZCA,Arnsberg
ZCB,Aschaffenburg-Grossostheim
ZCC,Baden Baden
ZCD,Bamberg
ZCN,Celle
ZCR,Dachau/Grobenried
ZCV,Dinslaken Schwarze Heide
ZDK,Biel-Kappelen
ZEE,Fulda-Jossa
ZFA,Faro
ZGA,Gera-Leumnitz
ZGO,Gotha-Ost
ZGQ,Tournai
ZHH,Gossau Sg
ZHI,Grenchen
ZHK,Gstaad-Inn Grund
ZHW,La Cote
ZIA,Trento
ZIH,Ixtapa/Zihuatanejo
ZIN,Interlaken
ZJS,Jena
ZJU,Olten
ZKE,Kaschechewan
ZKJ,Schaffhausen
ZLI,Winterthur
ZLJ,Yverdon-Les-Bains
ZMG,Magdeburg
ZMO,Modena/Marzaglia
ZMT,Masset
ZNF,Hanau
ZNM,Herten-Rheinfelden
ZNO,Hildesheim
ZNQ,Ingolstadt
ZNS,Kempten-Durach
ZNV,Koblenz-Winningen
ZOA,Leverkusen
ZOI,Marburg-Schonstadt
ZOJ,Marl-Loemuhle
ZOW,Nordhorn-Lingen
ZPA,Offenburg
ZPD,Oldenburg-Hatten
ZPE,Osnabruck-Atterheide
ZPG,Peine-Eddesse
ZPI,Pirmasens
ZPM,Regensburg-Oberhub
ZPT,Saarlouis-Duren
ZPU,Salzgitter-Drutte
ZQC,Speyer
ZQD,Stade
ZQP,Wesel-Romerwardt
ZQV,Worms
ZQW,Zweibruken
ZRH,Zurich
ZRK,Rockford
ZSK,Pasewalk-Fransfelde
ZSN,Stendal-Borstel
ZSO,Suhl-Goldlauter
ZSR,Schwerin-Parchim
ZST,Stewart
ZSU,Dessau
ZSX,Stralsund
ZTH,Zakynthos
ZTK,Triengen
ZTM,Shamattawa
ZTZ,Chemnitz/Jahnsdorf
ZUB,Neubrandenburg
ZWM,Wismar-Muggenburg
ZXB,Jan Mayen
ZXC,Bangsund
ZXD,Vikna
ZXF,Rørvik
ZXG,Gravik
ZXH,Sørfjord
ZXI,Røddey
ZXJ,Fore
ZXK,Båsmo
ZXL,Skjerstad
ZXN,Leka
ZXQ,Solstad
ZXR,Hemnes
ZZV,Zanesville
